id,name,address,year,agency,amount
8423,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2011,DYCD,43000.0
8424,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2011,DYCD,75000.0
8425,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2011,HPD,10000.0
8426,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2011,DYCD,35000.0
8427,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2011,DYCD,1000.0
8428,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2011,DYCD,1500.0
8429,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2012,DYCD,40000.0
8430,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY",2012,DYCD,10000.0
8431,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2012,DFTA,10000.0
8432,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2012,DYCD,71000.0
8433,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2012,DYCD,5000.0
8434,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2012,DYCD,56714.0
8435,Neighborhood Initiatives Development Corporation (NIDC),,2012,HPD,10000.0
8436,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2012,DYCD,31000.0
8437,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DFTA,10000.0
8438,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DYCD,10000.0
8439,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DYCD,35000.0
8440,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DYCD,22187.0
8441,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DYCD,49000.0
8442,Neighborhood Initiatives Development Corporation (NIDC),"2523 OLinville Avenue Bronx, NY 10467",2013,DYCD,40000.0
8443,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DYCD,25714.0
8444,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DYCD,31000.0
8445,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,DYCD,5000.0
8446,Neighborhood Initiatives Development Corporation (NIDC),"2523 Olinville Avenue Bronx, NY 10467",2013,HPD,10000.0
8447,Neighborhood Initiatives Development Corp.,"2523 Olinville Avenue Bronx, NY 10467",2013,HPD,50000.0
8448,"Seniors Helping Seniors, Inc.","600 West 168th Street, Basement New York, NY 10032",2011,DFTA,6500.0
8449,"Seniors Helping Seniors, Inc.","600 West 168th Street New York, NY 10032",2011,DFTA,9875.0
8450,Seniors Helping Seniors,,2012,DFTA,62830.0
8451,"Seniors Helping Seniors, Inc.","600 West 168th Street New York, NY 10032",2012,DFTA,6500.0
8452,"Seniors Helping Seniors, Inc.","600 West 168th Street Basement New York, NY 10032",2013,DFTA,7000.0
8453,"Seniors Helping Seniors, Inc.","600 West 168th Street Basement New York, NY 10032",2013,DFTA,5000.0
8454,"Morrisania Revitalization Corporation, Inc.","576B East 165th Street Bronx, NY 10456",2011,DYCD,3500.0
8455,"Morrisania Revitalization Corporation, Inc.","576B East 165th Street Bronx, NY 10456",2012,DYCD,5500.0
8456,"Morrisania Revitalization Corporation, Inc.","576b East 165th Street Bronx, NY 10456",2013,DYCD,3500.0
8457,Eugenio Maria De Hostos Community College Foundation,"500 Grand Concourse Bronx, NY 10451",2011,CUNY,5000.0
8458,Eugenio Maria De Hostos Community College Foundation,"500 Grand Concourse Bronx, NY 10451",2011,CUNY,10000.0
8459,Eugenio Maria De Hostos Community College Foundation,"450 Grand Concourse Bronx, NY 10451",2013,CUNY,10000.0
8460,Church of God of Prophecy,"85 East 165th Street Bronx, NY 10452",2011,DYCD,3500.0
8461,"Taft Tenants Organization, Inc.","65 East 112th Street, 3A New York, NY 10029",2011,MISC,500.0
8462,"Taft Tenants Organization, Inc.","65 East 112th Street  New York, NY 10029 (40.797222126459445, -73.9460130146755)",2011,MISC,3500.0
8463,"Taft Tenants Organization, Inc.","65 East 112th Street  New York, NY 10029 (40.797222126459445, -73.9460130146755)",2012,NYCHA,3500.0
8464,"Taft Tenants Organization, Inc.","1695 Madison Ave. Apt 4D New York, NY 10029",2013,NYCHA,3500.0
8465,"Yorkville Common Pantry, Inc.","8 East 109th Street New York, NY 10029",2011,DSS,8000.0
8466,"Yorkville Common Pantry, Inc.","8 East 109th Street New York, NY 10029",2012,DYCD,3500.0
8467,"Yorkville Common Pantry, Inc.","8 East 109th Street New York, NY 10029",2012,DSS,10000.0
8468,"Yorkville Common Pantry, Inc.","8 East 109th Street New York, NY 10029",2013,DYCD,5000.0
8469,"Yorkville Common Pantry, Inc.","8 East 109th Street New York, NY 10029",2013,DYCD,3500.0
8470,"Yorkville Common Pantry, Inc.","8 East 109th Street New York, NY 10029",2013,DYCD,13000.0
8471,"On Your Mark, Inc.","645 Forest Avenue Staten Island, NY 10310",2011,DYCD,8000.0
8472,"On Your Mark, Inc.","645 Forest Avenue Staten Island, NY 10310-2517",2012,DYCD,5000.0
8473,"On Your Mark, Inc.","645 Forest Avenue Staten Island, NY 10310",2013,DYCD,5000.0
8474,"Chinese American Arts Council, Inc.","456 Broadway, 3rd. Floor New York, NY 10013",2012,DCA,20000.0
8475,"Gay Men's Health Crisis, Inc","119 West 24th Street New York, NY 10011",2011,DOHMH,200000.0
8476,"Gay Men's Health Crisis, Inc.","119 West 24th Street New York, NY 10011",2011,DOHMH,2500.0
8477,"Gay Men's Health Crisis, Inc.","119 West 24th Street New York, NY 10011",2011,DOHMH,3500.0
8478,"Gay Men's Health Crisis, Inc.","119 West 24th Street New York, NY 10011",2011,DOHMH,4000.0
8479,"Gay Men's Health Crisis, Inc.","119 West 24th Street New York, NY 10001",2011,DOHMH,5000.0
8480,"Gay Men's Health Crisis, Inc.","119 West 24th Street New York, NY 10001",2011,DOHMH,45509.89
8481,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001",2012,DOHMH,5000.0
8482,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001 ",2012,DOHMH,200000.0
8483,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001",2012,DOHMH,3500.0
8484,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001",2012,DOHMH,2500.0
8485,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001",2012,DOHMH,5000.0
8486,"Gay Men's Health Crisis, Inc.","119 West 24th Street New York, NY 10001",2012,DOHMH,28800.0
8487,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001",2013,DOHMH,200000.0
8488,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001",2013,DOHMH,3500.0
8489,"Gay Men's Health Crisis, Inc","446 W 33rd Street New York, NY 10001",2013,DOHMH,10000.0
8490,"Gay Men's Health Crisis, Inc.","446 W 33Rd Street New York, NY 10001",2013,DOHMH,5000.0
8491,"Gay Men's Health Crisis, Inc.","446 W 33Rd Street New York, NY 10001",2013,DOHMH,3000.0
8492,"New York Theatre Workshop, Inc.","79 East 4th Street New York, NY 10003",2011,DCA,5000.0
8493,"New York Theatre Workshop, Inc.","79 East 4th St New York, NY 10003-8904",2013,DCLA,4000.0
8494,"Tolentine-Zeiser Community Life Center, Inc.","2346 University Avenue Bronx, NY 10468",2011,DFTA,23750.0
8495,"Tolentine-Zeiser Community Life Center, Inc.","2342 Andrews Avenue The Bronx NYC, NY 10468",2012,DYCD,5000.0
8496,"Tolentine-Zeiser Community Life Center, Inc.","2345 University Avenue Bronx, NY 10468",2010,DFTA,6100.48
8497,New York City Street Tree Consortium,"51 Chambers Street, 1412A New York, NY 10007",2011,DPR,3500.0
8498,"Self-Help for Women with Breast or Ovarian Cancer (SHARE, Inc.)","1501 Broadway Suite 704A New York, NY 10036",2013,DOHMH,3500.0
8499,"Self-Help for Women with Breast or Ovarian Cancer (SHARE, Inc.)","1501 Broadway Manhattan, NY 10036",2013,DOHMH,87000.0
8500,"Self-Help for Women with Breast or Ovarian Cancer (SHARE), Inc.","1501 Broadway, Suite 704A New York, NY 10036",2011,DOHMH,3500.0
8501,"Self-Help for Women with Breast or Ovarian Cancer (SHARE), Inc.","1501 Broadway, Suite 704A New York, NY 10036",2011,DOHMH,50000.0
8502,"Self-Help for Women with Breast or Ovarian Cancer (SHARE), Inc.","1501 Broadway, Suite 704A New York, NY 10036",2011,DOHMH,42656.25
8503,"Self-Help for Women with Breast or Ovarian Cancer (SHARE), Inc.","1501 Broadway Suite 704A New York, NY 10036",2012,DOHMH,3500.0
8504,"Self-Help for Women with Breast or Ovarian Cancer (SHARE), Inc.","1501 Broadway Suite 704A New York, NY 10036 ",2012,DOHMH,5000.0
8505,"Self-Help for Women with Breast or Ovarian Cancer (SHARE), Inc.","1501 Broadway Manhattan, NY 10036",2012,DOHMH,87000.0
8506,"Self-Help for Women with Breast or Ovarian Cancer (SHARE, Inc.)","1501 Broadway Suite 704A New York, NY 10036",2013,DOHMH,5000.0
8507,Civitas Citizens Inc,"1457 Lexington Avenue New York, NY 10128",2012,DYCD,5000.0
8508,"Civitas Citizens, Inc.","1457 Lexington Avenue New York, NY 10128",2012,DYCD,6000.0
8509,"Civitas Citizens, Inc.","1457 Lexington Avenue New York, NY 10128",2013,DPR,6000.0
8510,"Civitas Citizens, Inc.","1457 Lexington Avenue New York, NY 10128",2013,DYCD,5000.0
8511,"Elders Share the Arts, Inc.","138 South Oxford Street Brooklyn, NY 11217",2011,DYCD,1500.0
8512,"Elders Share the Arts, Inc.","138 South Oxford Street Brooklyn, NY 11217",2011,DFTA,8500.0
8513,"Elders Share the Arts, Inc.","138 South Oxford St Brooklyn, NY 11217",2012,DFTA,8000.0
8514,"Center Stage Community Playhouse, Inc.","1652 Jarvis Avenue Bronx, NY 10461",2011,DCA,5000.0
8515,"Center Stage Community Playhouse, Inc.","PO Box 138 Bronx, NY 10461-0138",2012,DCA,9000.0
8516,"Center Stage Community Playhouse, Inc.","PO Box 138 Bronx, NY 10461",2013,DCLA,9000.0
8517,Museum for African Art,"36-01 43rd Ave Long Island City, NY 11101",2012,DCA,3500.0
8518,Museum for African Art,"36-01 43rd Ave Long Island City, NY 11101",2012,DCA,10000.0
8519,Museum for African Art,"36-01 43rd Ave Long Island City, NY 11101",2012,DCA,10000.0
8520,Museum for African Art,"36-01 43rd Ave Long Island City, NY 11101-1736",2013,DCLA,7000.0
8521,Museum for African Art,"36-01 43rd Ave Long Island City, NY 11101-1736",2013,DCLA,5000.0
8522,General Chauncey M Hooper Towers Housing Development Fund Co Inc.,"10 West 138th Street NEW YORK, NY 10037-1773 ",2013,DFTA,5000.0
8523,Bright Temple AME Church,"812 Faile Street Bronx, NY 10474",2011,DOHMH,6400.0
8524,Bright Temple AME Church,"812 Faile Street Bronx, NY 10474",2012,DOHMH,6400.0
8525,"Mud Lane Society for the Renaissance of Stapleton, The","52 Broad Street Staten Island, NY 10304",2011,DYCD,5000.0
8526,"Mud Lane Society for the Renaissance of Stapleton, The","52 Broad Street Staten Island, NY 10304",2012,DYCD,5000.0
8527,"Mud Lane Society for the Renaissance of Stapleton, The","387 St Pauls Ave Staten Island, NY 10304-2127",2013,DYCD,5000.0
8528,"New York City Gay and Lesbian Anti-Violence Project, Inc.","240 West 35th Street, Suite 200 New York, NY 10001",2011,DSS,10000.0
8529,"New York City Gay and Lesbian Anti-Violence Project, Inc.","240 West 35 Street, Suite 200 New York, NY 10001",2011,DSS,200000.0
8530,"New York City Gay and Lesbian Anti-Violence Project, Inc.","240 West 35th Street Suite 200 New York, NY 10001-2515",2012,DSS,200000.0
8531,"New York City Gay and Lesbian Anti-Violence Project, Inc.","240 West 35th Street Suite 200 New York, NY 10001-2515",2012,DSS,10000.0
8532,"New York City Gay and Lesbian Anti-Violence Project, Inc.","240 West 35th Street Suite 200 New York, NY 10001-2515",2013,DSS,10000.0
8533,"New York City Gay and Lesbian Anti-Violence Project, Inc.","240 West 35th Street Suite 200 New York, NY 10001-2515",2013,DSS,200000.0
8534,"New Alternatives for Children, Inc.","37 West 26th Street, 6th Floor New York, NY 10010",2011,DYCD,3500.0
8535,"New Alternatives for Children, Inc.","37 West 26th Street New York, NY 10010",2011,ACS,30000.0
8536,"New Alternatives for Children, Inc.","37 West 26th Street 6th Floor New York, NY 10010",2012,DYCD,3500.0
8537,"New Alternatives for Children, Inc.","37 West 26th Street 6th Floor New York, NY 10010 ",2012,ACS,25000.0
8538,"New Alternatives for Children, Inc.","37 West 26th Street New York, NY 10010",2013,ACS,25000.0
8539,"New Alternatives for Children, Inc.","37 West 26th Street New York, NY 10010",2013,DYCD,3500.0
8540,"Westbeth Artists Residents Council, Inc.","463 West Street New York, NY 10014",2011,DYCD,7500.0
8541,"Westbeth Artists Residents Council, Inc.","463 West St New York, NY 10014",2012,DYCD,7500.0
8542,"Westbeth Artists Residents Council, Inc.","463 West St New York, NY 10014",2013,DYCD,7500.0
8543,"Friends of Morningside Park, Inc.","90 Morningside Drive New York, NY 10027",2012,DYCD,4000.0
8544,"Friends of Morningside Park, Inc.","90 morningside drive suite 1M new york, NY 10027",2013,DYCD,4000.0
8545,"Youth Service Opportunities Project, Inc.","15 Rutherford Place New York, NY 10003",2011,DYCD,3500.0
8546,"Youth Service Opportunities Project, Inc.","15 Rutherford Place New York, NY 10003",2011,DYCD,3500.0
8547,"Youth Service Opportunities Project, Inc.","15 Rutherford Place New York, NY 10003",2012,DYCD,3500.0
8548,"Youth Service Opportunities Project, Inc.","15 Rutherford Place New York, NY 10003",2012,DYCD,3500.0
8549,"Youth Service Opportunities Project, Inc.","15 Rutherford Place New York, NY 10003",2013,DYCD,3500.0
8550,"Youth Service Opportunities Project, Inc.","15 Rutherford Place New York, NY 10003",2013,DYCD,3500.0
8551,"National Organization of Italian American Women, Inc.","25 W 43rd St New York, NY 10036-7406",2012,DYCD,3500.0
8552,"Chinese Christian Herald Crusades, Inc.","48 Allen Street New York, NY 10002",2011,DYCD,5000.0
8553,"Chinese Christian Herald Crusades, Inc.","156-03 Horace Harding Expressway Flushing, NY 11367",2011,DYCD,5000.0
8554,"Chinese Christian Herald Crusades, Inc.","156-03 Horace Harding Expressway Flushing, NY 11367",2012,DYCD,4000.0
8555,"Riverdale Jewish Community Council, Inc.","5625 Arlington Avenue Bronx, NY 10471",2011,DYCD,5000.0
8556,"Riverdale Jewish Community Council, Inc.","5625 Arlington Ave BRONX, NY 10471",2012,DYCD,5000.0
8557,"Riverdale Jewish Community Council, Inc.","3700 Independence Avenue Bronx, NY 10463",2013,DYCD,5000.0
8558,St. Thomas Episcopal Senior Citizens Housing Development Corporation,"725 Evergreen Avenue Brooklyn, NY 11207",2011,DFTA,15000.0
8559,"National Association of Each One Teach One, Inc.","2110 First Avenue, Suite 417 New York, NY 10029",2011,DYCD,5000.0
8560,"National Association of Each One Teach One, Inc.","2110 First Avenue - Suite 417 New York, NY 10029",2012,DYCD,5000.0
8561,"Samaritans of New York, Inc.","61 Gramercy Park North New York, NY 10010",2011,DOHMH,3500.0
8562,"Samaritans of New York, Inc.","61 Gramercy Park North New York, NY 10010",2011,DOHMH,3500.0
8563,"Samaritans of New York, Inc.","P.O. Box 1259, Madison Square Station New York, NY 10159",2011,DOHMH,3500.0
8564,"Samaritans of New York, Inc.","P.O. Box 1259, Madison Square Station New York, NY 10159",2011,DOHMH,7500.0
8565,"Samaritans of New York, Inc.","P.O. Box 1259, Madison Square Station New York, NY 10159",2011,DOHMH,247150.0
8566,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159 ",2012,DOHMH,3500.0
8567,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159 ",2012,DOHMH,4000.0
8568,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159 ",2012,DOHMH,7000.0
8569,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159",2012,DYCD,3500.0
8570,"Samaritans of New York, Inc.",,2012,DOHMH,247000.0
8571,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,10000.0
8572,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,4000.0
8573,"Samaritans of New York, Inc.","Po Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,4000.0
8574,"Samaritans of New York, Inc.","Po Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,3500.0
8575,"Samaritans of New York, Inc.","Po Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,5000.0
8576,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,3500.0
8577,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,4000.0
8578,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York, NY 10159",2013,DOHMH,1500.0
8579,"Samaritans of New York, Inc.","P.O. Box 1259, Madison Square Station New York, NY 10010",2013,DOHMH,247000.0
8580,"Samaritans of New York, Inc.","PO Box 1259 Madison Square Station New York City, NY 10159",2013,DYCD,3500.0
8581,"Women in Need, Inc.",,2012,DOHMH,0.0
8582,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2010,DOHMH,40000.0
8583,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2011,DHS,70000.0
8584,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2011,DOHMH,40000.0
8585,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2012,DHS,5000.0
8586,"Women in Need, Inc. ",,2012,DOHMH,0.0
8587,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2012,DHS,70000.0
8588,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2012,DHS,5000.0
8589,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2012,DYCD,7500.0
8590,"Women in Need, Inc.","115 West 31St Street New York, NY 10001",2013,DHS,7000.0
8591,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2013,DHS,70000.0
8592,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2013,DYCD,5000.0
8593,"Women in Need, Inc.","115 West 31st Street New York, NY 10001",2013,DYCD,5000.0
8594,Exploring The Metropolis Inc.,"61 W 23rd St New York, NY 10010-4246",2013,DCLA,3000.0
8595,"Bailey House, Inc.","1751 Park Avenue, 4th Floor New York, NY 10035",2011,DYCD,4500.0
8596,"Bailey House, Inc.","1751 Park Avenue, 4th Floor New York, NY 10035",2011,DYCD,125000.0
8597,"Bailey House, Inc.","1751 Park Avenue, 4th Floor New York, NY 10035",2011,DOHMH,34098.79
8598,"Bailey House, Inc.","1751 Park Avenue New York, NY 10035",2012,DYCD,125000.0
8599,"Bailey House, Inc.","1751 Park Avenue New York, NY 10035",2012,DYCD,4000.0
8600,"Bailey House, Inc.","1751 Park Avenue, 4th Floor New York, NY 10035",2012,DOHMH,28800.0
8601,"Bailey House, Inc.","1751 Park Avenue New York, NY 10035",2013,DOHMH,7500.0
8602,"Bailey House, Inc.",,2013,DOHMH,125000.0
8603,"Bailey House, Inc.","1751 Park Avenue New York, NY 10035",2013,DYCD,4714.0
8604,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue New York, NY",2010,DCA,20000.0
8605,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue New York, NY 10031",2011,DCA,3500.0
8606,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue New York, NY 10031",2011,DCA,3500.0
8607,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue @ 135th Street New York, NY 10031",2011,DCA,4000.0
8608,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue at West 135th Street New York, NY 10031",2011,DCA,20000.0
8609,Aaron Davis Hall,"150 Convent Avenue at West 135th Street NY, NY 10031",2012,DCA,20000.0
8610,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue New York, NY 10031-9127",2012,DCA,3500.0
8611,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue New York, NY 10031-9127",2012,DCA,5000.0
8612,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue New York, NY 10031-9127",2012,DCA,4000.0
8613,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue 135th Street New York, NY 10031-9127 ",2013,DCLA,3611.0
8614,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue 135th Street New York, NY 10031-9127 ",2013,DCLA,5000.0
8615,"Harlem Stage/Aaron Davis Hall, Inc.","150 Convent Avenue 135th Street New York, NY 10031-9127 ",2013,DCLA,4000.0
8616,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025",2011,DCA,3000.0
8617,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025",2011,DCA,3500.0
8618,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025",2011,DCA,3500.0
8619,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025",2011,DCA,3500.0
8620,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025-5014",2012,DCA,3500.0
8621,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025-5014",2012,DCA,3000.0
8622,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025",2012,DCA,3500.0
8623,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025-5014",2012,DCA,3000.0
8624,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025-5014",2012,DYCD,2500.0
8625,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025-5014",2013,DCLA,3000.0
8626,"Riverside Symphony, Inc.","225 West 99th Street New York, NY 10025-5014",2013,DCLA,3000.0
8627,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DYCD,5000.0
8628,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,5500.0
8629,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DYCD,3500.0
8630,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DYCD,3500.0
8631,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,5000.0
8632,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,5000.0
8633,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,5000.0
8634,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,5000.0
8635,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,5000.0
8636,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,10000.0
8637,"City Harvest, Inc.","575 Eighth Avenue, 4th Floor New York, NY 10018",2011,DOHMH,50000.0
8638,"City Harvest, Inc.","2763 Webster Avenue Bronx, NY 10458",2011,DYCD,14550.0
8639,"City Harvest, Inc.","914 Prospect Avenue Bronx, NY 10459",2011,DYCD,4850.0
8640,"City Harvest, Inc.","2114 Mermaid Avenue Brooklyn, NY 11224",2011,DYCD,4850.0
8641,"City Harvest, Inc.","255 Bainbridge Street Brooklyn, NY 11233",2011,DYCD,6143.34
8642,"City Harvest, Inc.","1476 Bedford Avenue Brooklyn, NY 11216",2011,DYCD,4850.0
8643,"City Harvest, Inc.","150 South Portland Avenue Brooklyn, NY 11217",2011,DYCD,4850.0
8644,"City Harvest, Inc.","2530 Church Avenue Brooklyn, NY 11226",2011,DYCD,4850.0
8645,"City Harvest, Inc.","297 East 17th Street Brooklyn, NY 11226",2011,DYCD,4850.0
8646,"City Harvest, Inc.","2482 Pitkin Avenue Brooklyn, NY",2011,DYCD,18430.0
8647,"City Harvest, Inc.","257 Macon Street Brooklyn, NY 11216",2011,DYCD,6790.0
8648,"City Harvest, Inc.","Brooklyn, NY",2011,DYCD,5820.0
8649,"City Harvest, Inc.","Brooklyn, NY",2011,DYCD,5820.0
8650,"City Harvest, Inc.","153 Johnson Avenue, #A Brooklyn, NY 11206",2011,DYCD,9700.0
8651,"City Harvest, Inc.","601 West 114th Street New York, NY 10025",2011,DYCD,5820.0
8652,"City Harvest, Inc.","105 East 22nd Street New York, NY 10010",2011,DYCD,4850.0
8653,"City Harvest, Inc.","469 West 142nd Street New York, NY",2011,DYCD,5820.0
8654,"City Harvest, Inc.","8 East 109th Street New York, NY 10029",2011,DYCD,12394.66
8655,"City Harvest, Inc.","163-15 130th Avenue, #3E Jamaica, NY 11434",2011,DYCD,4850.0
8656,"City Harvest, Inc.","143-22 109th Avenue Jamaica, NY 11435",2011,DYCD,4850.0
8657,"City Harvest, Inc.","102-16 89th Avenue Richmond Hill, NY 11418",2011,DYCD,4850.0
8658,"City Harvest, Inc.","2059 Nameoke Avenue Far Rockaway, NY 11691",2011,DYCD,4850.0
8659,"City Harvest, Inc.","37-22 Union Street Flushing, NY 11354",2011,DYCD,4850.0
8660,"City Harvest, Inc.","109-20 34th Avenue Corona, NY 11368",2011,DYCD,4850.0
8661,"City Harvest, Inc.","119-45 Union Turnpike Forest Hills, NY 11375",2011,DYCD,4850.0
8662,"City Harvest, Inc.","196-02 119th Avenue St. Albans, NY 11412",2011,DYCD,4850.0
8663,"City Harvest, Inc.","322 8th Ave New York, NY 10001",2011,DYCD,4850.0
8664,"City Harvest, Inc.","984 Post Avenue Staten Island, NY 10302",2011,DYCD,4850.0
8665,"City Harvest, Inc.","10 Austin Place Staten Island, NY 10304",2011,DYCD,4850.0
8666,"City Harvest, Inc.",,2011,DYCD,5523.34
8667,"City Harvest, Inc.","297 East 17th Street Brooklyn, NY 11226",2012,DYCD,4850.0
8668,"City Harvest, Inc.","2763 Webster Avenue Bronx, NY 10458",2012,DYCD,14550.0
8669,"City Harvest, Inc.","2530 Church Avenue Brooklyn, NY 11226",2012,DYCD,4850.0
8670,"City Harvest, Inc.","2482 Pitkin Avenue Brooklyn, NY",2012,DYCD,18430.0
8671,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,5000.0
8672,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,5000.0
8673,"City Harvest, Inc.","1476 Bedford Avenue Brooklyn, NY 11216",2012,DYCD,4850.0
8674,"City Harvest, Inc.","150 South Portland Avenue Brooklyn, NY 11217",2012,DYCD,4850.0
8675,"City Harvest, Inc.","575 Eighth Avenue New York, NY 10018",2012,DYCD,5000.0
8676,"City Harvest, Inc.","105 East 22nd Street New York, NY 10010",2012,DYCD,4850.0
8677,"City Harvest, Inc.","914 Prospect Avenue Bronx, NY 10459",2012,DYCD,4850.0
8678,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,2500.0
8679,"City Harvest, Inc.","575 Eighth Ave New York, NY 10018",2012,DYCD,3500.0
8680,"City Harvest, Inc.","2114 Mermaid Avenue Brooklyn, NY 11224",2012,DYCD,4850.0
