id,brand,title,description,price,priceCurrency
1329026,,Seagate IronWolf PRO 16TB NAS Professional,"3.5"", SATA 6.0Gb/s, 7200RPM, 256MB cache, Agile Array",3914.00,DKK
5964390,,Razer DeathAdder V2 Ergonomic Wired Gaming Mouse (RZ01-03210100-R3M1) (Warranty 2years with Ban Leong),Warranty : 2 Years with Local Distributor - Ban Leong,99.00,SGD
77698292,LaCie,"LaCie Mobile Drive 5TB External Hard Drive Portable HDD - Moon Silver USB-C USB 3.0, for Mac and PC Desktop, 1 Month Adobe CC (STHG5000400)","LaCie Mobile Drive 5TB External Hard Drive Portable HDD - Moon Silver USB-C USB 3.0, for Mac and PC Desktop, 1 Month Adobe CC (STHG5000400)",212.30,CAD
2354189,,Audio-Technica ATH-M40x Monitor Headphones (Black),"style:HeadphoneThe M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. Engineered with pro-grade materials and robust construction, the M40x excels in professional studio tracking and mixing, as well as DJ monitoring. Collapsible for space-saving portability.Cutting-edge engineering and robust construction40 mm drivers with rare earth magnets and copper-clad aluminum wire voice coilsCircumaural design contours around the ears for excellent sound isolation in loud environments90 Degree swiveling earcups for easy, one-ear monitoringProfessional-grade earpad and headband material delivers more durability and comfort. Removable cable",99.00,USD
29301320,,FLUID VIDEO SYSTEM MVH500A HEAD WITH MVT502AM TRIPOD,"Manfrotto Tripod with fluid video head Lightweight with Side Lock\""Product DescriptionFast set-up, easy handling and beautiful shots guaranteed. The Fluid Video System, Lightweight with Side Lock is the ultimate video system for any professional. Designed to make even the trickiest job a cinch, this clever tripod with fluid video head has everything you need to work to the highest standard, even when you’re under pressure. And it’s super easy to transport. Its smart design includes a side lock feature, enabling you to slot your camera in from the top, rather than the back. This frees you up to get to work fast, and keeps your gear absolutely secure, so there’s no need for a secondary lock.Fluid cartridges on both pan and tilt axis give you incredibly smooth movements, so jerking from one angle to the next is a thing of the past. Plus, this nifty tripod with fluid video head works with even awkward interchangeable lens cameras, and supports wider HDSLR bodies. It has a pre-set counterbalance of up to 2.4kg, but can support up to 5kg, giving you all the strength you need in a photo head. Not only that, it comes complete with its very own carry case, so you can pack things away in a jiffy at the end of the day.\""FeaturesCompact, lightweight and portable tripod with fluid video headSmooth movement thanks to fluid headSide lock allows for fast, easy set upSuits the latest interchangeable lens camerasStable and adjustable tripod even for rough groundSpecificationsWeight3.56 kgTop Attachment1/4? screw, 3/8? screwBall Flat60 BallSafety Payload Weight5 kgCounterbalance SystemFixed",9.789995999999999E2,NZD
56839222,RAM Mounts,"RAM-B-289U - RAM Triple 1\"" Ball Base",,,
45759535,Audemars Piguet,Pre-Owned Audemars Piguet Royal Oak Chronograph 26331ST.OO.1220ST.03,"Pre-Owned Audemars Piguet Royal Oak Chronograph (26331STOO1220ST03) self - winding automatic watch, features a 41mm stainless steel case sur...Read More",33900.00,USD
7634013,,"ASUS Dual GeForce RTX 2060 OC Edition Evo (Base:1395MHz,Boost:1785MHz), 6GB GDDR6 (14000MHz), PCI-E 3.0, DisplayPort 1.4, DVI-D, 2x HDMI 2.0b","ASUS Dual GeForce RTX 2060 OC Edition Evo (Base:1395MHz,Boost:1785MHz), 6GB GDDR6 (14000MHz), PCI-E 3.0, DisplayPort 1.4, DVI-D, 2x HDMI 2.0b",699.00,AUD
84821763,,WD 1TB My Passport Portable Storage USB 3.2 Gen 1 - Black - WDBYVG0010BBK-WESN,"BrandWDSeriesMy PassportModelWDBYVG0010BBK-WESNPerformanceColorBlackInterfaceUSB 3.2 Gen 1Capacity1TBFeaturesFeaturesSlim style.The new My Passport drive has been redesigned for you to make the most of your own journey. It features a convenient, slim form factor and is available in a range of vibrant colors.Locked down.The My Passport drive's password protection and built-in 256-bit AES hardware encryption helps keep your digital life's contents secure. Just activate password protection and set your own personalized password using WD Discovery.Social friendly.Included WD Discovery software lets you connect to popular social media and cloud storage services like Facebook, Dropbox and Google Drive. Seamlessly import, organise and share your photos, videos and docs to the My Passport drive to backup your online social life. WD Discovery can also manage your drive through WD Drive Utilities.Backed up.The My Passport drive comes equipped with WD Backup software to help make sure everything you create while on your own life journey - photos, videos, music, and documents - doesn't get lost. You can set it to run automatically to your schedule. Just pick the time and frequency to back up important files from your system onto your My Passport drive.Super easy.My Passport portable storage is ready right out of the box including all necessary cables. And with SuperSpeed USB, you can quickly start backing up everything in your life and keep driving forward.Ongoing confidence.There's no telling what's ahead in your own journey. That's why WD builds drives to demanding requirements for durability and long-term reliability.System RequirementsFormatted NTFS for Windows 10 and 8.1.Reformatting may be required for other operating systems.Dimensions & WeightDimensions0.44\"" x 2.95\"" x 4.22\""Weight0.27 lb.PackagingPackage ContentsPortable hard driveSuperSpeed USB cableWD Discovery softwareQuick install guideAdditional InformationDate First AvailableSeptember 30, 2019",22.857142857143,BHD
48567372,,Epson atrament SPro 7880/9880/7800/9800 photo black 220ml C13T603100,,105.4,EUR
10229909,Epson,Epson Tinte schwarz-photo f. R3000,,27.28,EUR
43904710,,"Intel Processor, Core i7-8700K 8th Gen",,402.01,USD
57960390,,Canon EF 100mm f/2.8L Macro IS USM Lens,,1099.99,CAD
53576067,,-EPSON AcuLaser C1100/CX11N/CX11NF cyan,,,
88855243,Gigabyte,Gigabyte AMD Radeon RX 5500 XT OC 8GB GDDR6 RDNA PCIe 4.0 Graphics Card,"EXPERIENCE POWERFUL, ACCELERATED GAMING CUSTOMIZED FOR YOU WITH THE RX 5500 XTThe all new RDNA powered Gigabyte Radeon RX 5500 XT OC provides exceptional performance and High-fidelity gaming. Take control with Radeon RX 5500 XT and experience powerful, accelerated gaming that has been customized for you. The 5500 XT power the wold’s most technologically advanced 1080p gaming systems. The WINDFORCE cooling system with alternate spinning fans allow this card to stay cool and excel amongst the rest. Gigabyte RX 5500 XT OC allows you to utilise PCI-Express 4.0 support, with a throughput of 16 GT/s and enables two times the bandwidth compared to PCI Express 3.0 for even more immersive experiences whilst gaming. The back plate not only provides an aesthetical shape, but also enhances the structure of the graphics card to provide complete protection.1408Stream Processors8GBGDDR6 Memory1647 MHzCore Clock1845 MHzBoost ClockGigabyte\\'s Windforce Cooling Technology2 X 90MM ALTERNATING BLADE FANSThe WINDFORCE 2X cooling system features two 90mm unique blade fans which spin alternately, 3 composite copper heat pipes, heat-pipe direct touch and 3D active fan functionality, together delivering an effective heat dissipation capacity for higher performance at lower temperatures. GIGABYTE turns the adjacent fans in the opposite direction, so that the airflow direction between the two fans is the same, reducing the turbulence and enhancing the airflow pressure.Combining Different Cooling SolutionsUNIQUE BLADE FAN EFFECTIVELY ENHANCES THE AIRFLOWThe 3D Active Fan provides semi-passive cooling, and the fans will remain off when the GPU is in a low load or low power game. It allows gamers to enjoy gameplay in complete silence when the system is running light or idle. The airflow is spilt by the triangular fan edge, and guided smoothly through the 3D stripe curve on the fan surface, effectively enhancing the airflow. The shape of the pure copper heat pipes maximize the direct contact area with the GPU, enhancing heat transfer.Brand New RDNA Architecture with 7nm ProcessREDUCES LATENCY AND PROVIDES HIGHER BANDWIDTHPowered by the groundbreaking 7nm RDNA architecture with Radeon™ Image Sharpening and Radeon™ Anti-Lag technology, Radeon RX 5500 XT GPU delivers extremely efficient, ultra-responsive, high-fidelity gaming for immersive explosions, physics, and lighting effects, bringing realism to life. Take your gaming experience to the next level. You can experience stutter-free, tear-free gaming, reduced input latency and day-0 drivers optimized for new game releases.Featuring GDDR6 Memory and Compatiblity with PCIe 4.0SUPER-FAST PERFORMANCE FOR TODAYS DEMANDING TITLESEquipped with 8GB of advanced GDDR6 memory to provide high bandwidth of up to 224 GB/s, enabling 1080p performance for today’s most demanding games. Radeon RX 5500 XT features PCI® Express 4.0 support, which enables two times the bandwidth compared to PCI Express 3.0. Get ready for the next generation of PC gaming.Superior Gaming Performance with FreeSync MonitorsSMOOTH REFRESH RATE SO YOU CAN GAME AT YOUR BESTPair your new AMD Radeon GPU with a large selection of FreeSync gaming monitors. With such a wide array of monitors equipped with Radeon FreeSync or Radeon FreeSync2 HDR available you can enjoy choosing monitors that are styled and run how you want, but by choosing a monitor with FreeSync and combining it with an AMD card of this caliber the results will be a stutter-free, tear-free and artifact-free smooth gaming experience.",186.048,GBP
49067884,,"SanDisk 480GB SSD Plus int 2.5\"" SATA3 SSD (SDSSDA-480G-G26) (Local Warranty with 3years with Local Distributor)",Warranty : 3 Years with Local Distributor - Convergent,88.00,SGD
66264990,Swiss Military Hanowa,Swiss Military Hanowa06-5161.2.04.007 Flagship Uhr,Black & Steel Swiss Made Watch with Date,249.00,EUR
79669455,New Era,NEW ERA KEPURĖ THE LEAGUE GM NY YANKEES,NEW ERA KEPURĖ THE LEAGUE GM NY YANKEES,24.99,EUR
24927328,,Corsair iCue 465X RGB White,"4mm-Thick Front and Side Tempered Glass Panels, Three Included CORSAIR LL120 RGB Fans, Smart RGB Lighting Control with iCUE, Removable Dust Filters",,
65606908,,Elixir Strings Nanoweb Phosphor Bronze Acoustic Guitar Strings - .010-.056 Extra Light,ElixirStrings Acoustic Phosphor Bronze with NANOWEBCoating deliver distinctive phosphor bronze warmth and sparkle together with extended tone life. (.010-.047),1.599E1,USD
3133021,SanDisk,SanDisk SD Extreme Pro UHS II V30 U3 C10 - 32GB,"For super-fast continuous burst mode shots, maximum post-production workflow efficiency, and high-performance video recording, get SanDisk Extreme PRO SDHC and SDXC UHS-II cards. The high-performance SDHC and SDXC memory cards boast shot speeds up to 260MB/s* (1733X) and transfer speeds up to 300MB/s (2000X). UHS Speed Class 3 (U3) supports 32GB to 128GB of Full HD and cinema-quality 4K video recording1. Optimized for cameras that support the new UHS-II standard, SanDisk Extreme PRO SDHC and SDXC UHS-II cards deliver the uncompromising results that professional photographers demand.Read -300MB/s - Write - 260MB/s",115.00,SGD
55002512,,LaCie 2TB HDD Rugged Thunderbolt USB-C External Portable Drive,"Pros Trust the Rugged FamilySince 2005, LaCie Rugged portable drives have thrived where only the toughest survive — the film sets, photo shoots, and music studios of the world’s most influential creative pros. Why? Because LaCie Rugged products are the industry’s most trusted way to capture and transport data in the field.Thunderbolt & USB-C ReadyA common scenario: You need to edit and deliver a project to a client, but you use a USB-C MacBook Pro and they use a USB 3.0 computer. What do you do? Simple — go for Rugged. This family of drives embraces a wide array of interface compatibilities so that you can edit, collaborate and share seamlessly.Super SpeedTheLaCie Rugged Thunderbolt External HDDprovides 2TB of high-speed storage to virtually every type of system that sports a Thunderbolt, USB Type-A, or USB Type-C port. This LaCie Rugged is armed with an integrated Thunderbolt cable capable of transferring data at rates of up to 10 Gb/s. For non-Thunderbolt systems, it comes with one USB 3.0 Type-C port with 5 Gb/s speeds.Rugged Drives for All-Terrain ReliabilityAside from providing high-speed storage, the LaCie Rugged is designed to survive 6.6' drops and 1-ton weights. It is IP54 rated, which protects the SSD from dust and water spills. Moreover, AES 256-bit software encryption is available to safeguard your sensitive data from unauthorised access.",179.99,GBP
95991538,,Logitech VC Webcam Brio 4K ultra HD with right light3 HDR USB3 - 960-001106,Logitech VC Webcam Brio 4K ultra HD with right light3 HDR USB3 2-year Limited hardware warranty,5689.00,ZAR
83640551,,Sony SEL FE 24mm f/1.4 GM E-Mount Lens,,1899.99,CAD
65289523,,Epson - Tanica - magenta - C13T692300 - 110ml,Tanica inchiostro a pigmenti magentaEpson ULTRACHROME XD (110ML),53.22,EUR
82640108,,ZEBRA 800015-101 BLACK RIBBON (1000 PRINTS),"The Zebra 800015-101 black ribbon is a convenient and cost-efficient solution for printing sharp text and accurate barcodes. The monochrome resin utilises thermal printer ribbon technology to guarantee outstanding print results, ideal for security features and detailed designs. 1,000 prints per roll Black monochrome ribbon Use genuine Zebra products only to ensure quality performanceManufacturer part number: 800015-101",7.9,GBP
63016126,,Pokemon SWSH3: Darkness Ablaze Elite Trainer Box,"Elite Trainer Box Includes:8 Pokémon TCG: Sword & Shield—Darkness Ablazebooster packs65 card sleeves featuringEternatus45 Pokémon TCG Energy cardsA player's guide to the Sword & Shield—Darkness AblazeexpansionA Pokémon TCG rulebook6 damage-counter dice1 competition-legal coin-flip die2 acrylic condition markersA collector's box to hold everything, with 4 dividers to keep it organizedA code card for the Pokémon Trading Card Game OnlineThe velvet night glows, burns, and blazes astoundingly bright as the Legendary Pokémon Eternatus arrives as a Pokémon V alongside Centiskorch V, Mew V, Galarian Slowbro V, and many others. You'll also find towering Pokémon VMAX in their Gigantamax forms: Charizard VMAX, Grimmsnarl VMAX, Butterfree VMAX, and more! Light a fire with the Pokémon TCG: Sword & Shield—Darkness Ablaze expansion!Over 185 cardsDozens of recently discovered Pokémon from the Galar region14 powerful Pokémon V and 7 enormous Pokémon VMAXMore than 15 Trainer cards and 3 new Special Energy cards",49.95,EUR
63806822,Shimano,Shimano PD-RS500 SPD-SL,,60.00,USD
28731691,,"Crucial BX500 120GB 2,5"" SSD","SATA 3.0, up to 540/500MB/s read/write, 7mm",349.00,NOK
5072023,Hikvision,Hikvision Dome Wall mount Bracket - DS-1273ZJ-140,,,
57950854,,"Corsair Vengeance LPX 16GB Kit (2 x 8GB), DDR4, 2133MHz (PC4-17000), CL13, XMP 2.0, DIMM Memory","VENGEANCE LPX memory is designed for high-performance overclocking. The heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer PCB helps manage heat and provides superior overclocking headroom.Designed For High-Performance OverclockingVENGEANCE LPX memory is designed for high-performance overclocking. The heatspreader is made of pure aluminum for faster heat dissipation, and the custom performance PCB helps manage heat and provides superior overclocking headroom. Each IC is individually screened for peak performance potential.CompatibilityTestedPart of our exhaustive testing process includes performance and compatibility testing on nearly every motherboard on the market – and a few that aren’t.XMP 2.0 SupportOne setting is all it takes to automatically adjust to the fastest safe speed for your VENGEANCE LPX kit. You’ll get amazing, reliable performance without lockups or other strange behavior.Aluminum Heat SpreaderOverclocking overhead is limited by operating temperature. The unique design of the VENGEANCE LPX heat spreader optimally pulls heat away from the ICs and into your system’s cooling path, so you can push it harder.Designed For High-Performance OverclockingEach VENGEANCE LPX module is built from an custom performance PCB and highly-screened memory ICs. The efficient heat spreader provides effective cooling to improve overclocking potential.Low-Profile DesignThe small form factor makes it ideal for smaller cases or any system where internal space is at a premium.Match Your SystemThe best high-performance systems look as good as they run. VENGEANCE LPX is available in several colors to match your motherboard, your other components, your case -- or just your favorite color.World-Famous ReliabilityThere's a reason why world-champion overclockers, extreme gaming enthusiasts and high-end system builders all trust CORSAIR for high-performance memory that they can install with confidence and pride. Whether you're breaking your own records or you're simply building a dream gaming rig, you can count on CORSAIR memory.Lifetime Limited WarrantyYour performance investment is protected. All of our memory products are backed by a limited lifetime warranty.",6.899E1,GBP
70813044,,Epson Stylus Pro 7800/7880/9800/9880 - PHOTO BLACK,Epson Ultrachrome Inks for Stylus Pro 7800/7880/9800/9880 220mlEpson PHOTO BLACK 220MLAVAILABILITYIN STOCK,87,EUR
26086635,,"Blaze 34\"" 3-Burner Professional Grill Cart",This Blaze stainless steel grill cart is specifically designed to house the Blaze Professional 3 burner gas grill. The two stainless steel side shelves keep your BBQ tools at hand and provide a convenient work area while you cook. The Blaze grill cart also features one front door with a rounded handle to access the cabinet below the grill where you can store your propane tank. It also features two drawers with rounded handles to store your grill cover and BBQ accessories. The cart is warranted for lifetime to the original owner against defects in manufacturing and workmanship. This warranty extends to the original purchaser against manufacture defects for products purchased for ordinary single-family home use.,1.099E3,USD
71710449,,"Crucial 250GB 2,5\"" SATA SSD MX500",,179,PLN
70069582,,Hydro Flask 21oz Standard Mouth w/ Standard Flex Cap Black,"\""Our 21 oz is the perfect go-anywhere companion on your busiest days. It stashes easily in a small shoulder bag, your packs side pocket, or your car cup holder, and holds enough to keep you going for hours without weighing you down. The 21 oz Standard Mouth is one of our bestselling vacuum insulated water bottles because of it's size and versatility.Product BenefitsVersatile, middle-of-the-road sizeTempShieldTM insulation eliminates condensation and keeps beverages cold up to 24 hours and hot up to 12 hoursDurable 18/8 Pro-Grade Stainless Steel constructionBPA-Free and Phthalate-FreeCompatible with Standard Mouth Insulated Sport CapLifetime Warranty\""",32.95,USD
57320687,,"Kingston Technology DataTraveler G4 USB flash drive 16 GB USB Type-A 3.0 (3.1 Gen 1) Blue,White","USB 3.0 in a colourful designKingston?s DataTraveler? Generation 4 (DTIG4) USB Flash drive features USB 3.0 for quick and easy transfers of music, video and more. Its practical design and fashionable colours make it ideal for everyday use at work, home, school or wherever you need to take your data. It?s backwards compatible with existing USB 2.0 ports, allowing 2.0 users to migrate to 3.0 in the future without replacing their drive. DTIG4 is available in capacities of up to 128GB* and is backed by a five-year warranty, free technical support and legendary Kingston? reliability.- Available in multiple colours by capacity- Large, colourful loop easily attaches to key rings- Practical cap protects the USB plug and your data- Customisable with your logo and/or digital files* Some of the listed capacity on a Flash storage device is used for formatting and other functions and is thus not available for data storage. As such, the actual available capacity for data storage is less than what is listed on the products. For more information, go to Kingston?s Flash Memory Guide at kingston.com/flashguide.",4.99,GBP
14296399,,619291-B21 HP 900-GB 6G 10K 2.5 DP SAS HDD,Description:HP 900GB 2.5-inch SFF SAS 6Gb/s 10K RPMDual Port (DP) Enterprise (ENT) Hot-Plug Hard DriveIn HP 2.5-inch SFF SAS Hot-Plug Hard Drive tray (as pictured)For HP G1-G7 Proliant SFF SAS Servers and select Storage ArraysGenuine HP serial number and firmwareGenuine HP Hard DrivePart Number(s)Option Part# 619291-B21Spare Part# 619463-001Assembly Part# 619286-004Model# EG0900FBLSK,4506850,VND
91980346,,Ubiquiti UniFi AC Pro 5-pack UAP-AC-PRO-5 Ubiquiti,,561.00,EUR
72558082,,RAM-201U-D RAM Mounts C-Size Double-Socket Long Arm with 1.5-Inch Sockets,"RAM-201U-D RAM Mounts C-Size Double-Socket Long Arm with 1.5-Inch SocketsSPECIAL NOTE: This item is much larger in real life than it appears to be in the photos. Please be sure to see all measurements and weights listed in the description. ABSOLUTELY NO REFUNDS FOR FAILURE TO PROPERLY VIEW ALL SPECIFICATIONS. If you receive this item and it is too large for your project, no return will be allowed and no refund will be given.The RAM-201U-D, Long length double socket arm, has a socket at both ends that accommodates C Size 1.5\"" balls. A single spring inside the arm, keeps the socket open, allowing you to insert the ball in to the socket connection. RAM's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.Dimensions:Overall Length: 9.125\""Socket-To-Socket Length: 8\""Material:Powder Coated Marine Grade AluminumBall Size:C Size 1.5\"" Rubber BallNote:The \""U\"" in the part number reflects product packaged in poly bag.Weight:1.64 lbs.Product video:",39.49,USD
7437957,Samsung,Samsung 1TB SSD 970 EVO NVMe M.2,"Product InformationThe Samsung SSD 970 EVO is the 2nd generation of Samsung's 3bit-MLC NVMe SSDs for client PC. The Samsung 970 EVO is specially designed for tech savvies, gamers and professionals who frequently work on video creation/editing or simulation that requires high workloads. Featuring the latest Samsung 3bit-MLC V-NAND technology and a newly enhanced Phoenix controller, the 970 EVO delivers unrivaled next level performance and exceptional reliability in a small M.2 2280 form factor, offering customers the most advanced Samsung SSD technology currently available for Client PCs.Next Level SSD SpeedIn combination with the latest Samsung V-NAND technology, powerful Phoenix Controller and upgraded Intelligent TurboWrite technology, the 970 EVO delivers stunning sequential read/write performance of up to 3,500/2,500 MB/s respectively and random performance of up to 500,000/480,000 IOPS for read/write respectively. Upgraded Intelligent TurboWrite technology uses a large buffer size of up to 78GB to enable faster sequential write speeds, which improves the user experience especially when transferring large files or using application which requires high-workloads.Unparalleled ReliabilityThe 970 EVO boasts exceptional endurance with up to 1,200 TBW, which is 50 percent higher than that of the previous model, thanks to the latest Samsung V-NAND technology.* Thermal control solutions enable enhanced performance with reduced heat risk. Dynamic Thermal Guard(DTG) technology proactively prevents overheating, and a heat spreader with an integrated thin copper film dissipates heat more efficiently. A new nickel coating on the Phoenix controller also helps to shed heat faster during heavy workload use in order to ensure the high levels of quality and reliability for which Samsung is known. The 970 EVO offers more time period of 5-year warranty versus that of 960 EVO.*All documented endurance test results are obtained in compliance with JESD218 standards. Please visit www.jedec.org for detailed information on the standard.System Design FlexibilityThe 970 EVO enables convenient storage expansion across many different devices. The 970 EVO comes in a broad range of capacity options, including a single-sided 2TB version, made possible through Samsung's latest 512Gb VNAND technology. In addition, the 970 EVO offers high power efficiency as well as exceptional speeds, making it the ideal solution to use with application ranging from ultra-thin computing to high-performance computing systems.Advanced Data EncryptionThe 970 EVO provides multiple advanced data encryption features. Self-Encrypting Drive (SED) security technology will help keep data safe at all times. The 970 EVO includes an AES 256-bit hardware-based encryption engine to ensure that your personal files remain secure. Being hardware-based, the encryption engine secures your data without the performance degradation that you may experience with software-based encryption. Also, the 970 EVO is compliant with various advanced security management solutions (TCG Opal and Encrypted Drive-IEEE1667).Samsung Data Migration and Magician SoftwareThe 970 EVO comes with Samsung Data Migration and Magician software, which is easy to install and makes management of your SSD simple.* Samsung Data Migration software is easy to use, yet provides a very powerful ""Custom Cloning"" feature that makes migration effortless even when the amount of source data is greater than the SSD's capacity. Magician provides personalized firmware checks and additional functionality tailored to the drives of individual users. It even updates the firmware automatically to make sure that the drive's performance stays up to date.*To download Samsung Data Migration and Magician, please visit www.samsung.com/samsungssdShow more;",170.98,GBP
45210613,,Switch D-Link DGS-1210-24P 24 p 10 / 100 / 1000 Mbps 4 x SFP,,342.46,EUR
35672931,,Scheda Di Rete Wireless TP-Link TL-WN781ND 150Mbps PCI-Express x1 + Staffa Low Profile,,11,EUR
28948362,,"CORSAIR CARBIDE 275R Mid-Tower Gaming Case, Tempered Glass- White | CC-9011133-WW","The CORSAIR Carbide Series 275R is a compact mid-tower ATX case that matches minimalist design and a beautiful tempered glass window with a straightforward interior layout and versatile cooling options. Room for up to a 360mm radiator in front, 240mm radiator in the roof, and a 120mm radiator in the rear allows you to fit any CORSAIR Hydro Series cooler or up to six 120mm cooling fans. A dedicated cable routing compartment and rubber grommets enable effortlessly clean builds and Direct Airflow Path() design provides airflow to the hottest components without any interference from drive cages.",350,AED
30293166,,Daniel Wellington Classic St Mawes 40mm,"The Classic St. Mawes, an integral part of the flagship Classic Collection, is a slim timepiece that sits perfectly on your wrist. With a flawlessly round and simple dial, a classy leather band and an elegant casing, you have a timepiece that proves that perfection in engineering not only is a possibility, but a reality.Case thickness 6mmDial colour WhiteJapanese Quartz MovementDouble plated stainless steel (316L)Strap width 20mmAdjustable length (Min - Max) 165-215mmBrown Leather StrapInterchangeable strapsWater resistant Up to 3 ATM (Rain resistant)",130.00,GBP
21223802,,Used Sony FE 24-240mm F3.5-6.3 OSS Lens (#S011852534E),"CONDITION:Like New Condition. No scratches or dents. Free of dust or fungus. Focus is smooth. Tested and fully functional.ITEMS INCLUDED:Sony 24-240mm F3.5-6.3OSSHood Front and Rear Caps original packaging DISCLAIMER:SHIPPING:All items will be shipped within 1 business day (Monday - Friday) of cleared payment. Please confirm your shipping address with eBay BEFORE hitting the Buy It Now button.Once an item has been purchased, it can ONLY be sent to the address that eBay provides, and CANNOT be re-routed or sent to another address.CUSTOMS DUTIES:We are not responsible for customs duties levied by your country. Please do not leave negative feedback because you had to pay the duties.FEEDBACK:Your satisfaction is very important to us. PLEASE let us know if there is any reason why you will not leave a 5 STAR FEEDBACK and we will do what it takes to earn it. Let us make it right before leaving negative / neutral feedback. In the Box",799.99,USD
27785978,,Šilterica New Era Clean Trucker 2 NY Yankees Cap,,1.603E2,HRK
2282686,,Cheap Replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03,Top AAA replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03 wholesale from China with cheap price.,,
6403220,,SRAM XG-1090 PowerDome-X 10sp Cassette,"Superlight PowerDome-X construction: middle 8 cogs are heat treated and CNC-machined from a single piece of 4130 CrMo steel, providing a harder and ultimately lighter product than titaniumLightening ports in larger cog shelves mated with a spider-ported aluminum big cog and steel 11t 1st-position cog mirror the strength and weight savings borrowed from XX technology (CX: 12-27 range specifically designed or Cyclocross gearing)X-Glide tooth profiling coupled with elastomer StealthRing spacers reduce vibration and drivetrain noise while providing super-fast shifts and loss-less power transferFits 8-10sp SRAM/Shimano-spline freehub bodies for 10sp shifting/spacingIncludes anodized 7000-series aluminum lockring",328.0,USD
51684327,,Cisco Catalyst WS-C2960L-16TS-LL Ethernet Switch,"Cisco Catalyst® 2960-L Series Switches are fixed-configuration, Gigabit Ethernet switches that provide entry-level enterprise-class Layer 2 access for branch offices, conventional workspaces, and out-of-wiring closet applications. Designed for operational simplicity to lower total cost of ownership, they enable secure, and energy-efficient business operations with a range of Cisco IOS® Software features.Features 16 networking ports to easily establish a local network or expand your existing oneUp to 10x faster than standard Ethernet server connectivity while providing high-performance uplinksUseful for the multi-tenant unit and multi-business unit with Layer 4 traffic classifiers and bandwidth limitBuilt-in power supply to ensure all components are being supplied with accurate voltageRail mounting is ideal for factory areas, in vehicles and marine applications",1336.19,USD
30382185,,Hydro Flask Standard 21oz - Black,"Keep life moving with our 21 oz bottle and Standard Flex Cap.It stashes easily into a small shoulder bag, your pack’s side pocket, or your car cup holder, and holds enough ice cold goodness to keep you going for hours without weighing you down. No wonder it's one of our bestselling water bottles. TempShield™ double wall vacuum insulation is used to keep your water refreshingly ice cold for up to 24 hours. Plus, it resists condensation, so the sides of your bottle stay dry.The Hydro Flask is made of Durable 18/8 Pro-Grade Stainless Steel construction and is BPA-Free and Phthalate-Free. Lifetime Warranty.",4.995E1,AUD
80963811,,WEBCAM LOGITECH C270 HD 720P,,,
81164999,Nikon,Nikon AF-S NIKKOR 24-85mm F3.5-4.5G ED VR Lens,"The Nikon Nikkor AF-S 24-85mm F3.5-4.5G VR Lens covers the most commonly used focal lengths from wide-angle up to telephoto. Nikon’s Vibration Reduction system ensures sharp, steady images. ED glass elements help deliver stunning sharpness and contrast.",440.1000,GBP
17282907,Tissot,Tissot Mens T-Sport Seastar 1000 Chronograph Black Dial Stainless Steel Bracelet Watch T120.417.11.051.00,SEASTAR SS BW BLK DL CHRN,450.00,GBP
18917121,D-Link,D-Link DGS-1210-28P 28-Port Gigabit PoE (193W) Smart+ Switch,,3476,SEK
53261401,Kingston,Kingston DDR4-3000 32GB (2x16GB) HyperX Predator (HX430C15PB3K2/32),,,
65414283,,Johnnie Walker Blue Label Whisky 700ml,,249.99,NZD
